finding_id	title	severity	primary_review_owner	owning_tranche	tranche_number	stage	campaign_order	relevant_source_paths	test_requirement_ids	required_test_classes	required_proof_environments	production_entrypoint_required	blocks_BWS_600	blocks_BWS_710	blocks_release	blocks_deployment	external_pending_status
BWS118-R06-011	One hung child aborts shutdown before remaining owned children are signaled	P1	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-011-TEST-01|BWS118-R06-011-TEST-02|BWS118-R06-011-TEST-03|BWS118-R06-011-TEST-04|BWS118-R06-011-TEST-05	evidence_or_artifact|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-012	Stop signaling and exit waits are vulnerable to PID reuse after the initial /proc verification	P1	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-012-TEST-01|BWS118-R06-012-TEST-02|BWS118-R06-012-TEST-03|BWS118-R06-012-TEST-04|BWS118-R06-012-TEST-05	concurrency_or_ownership|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-013	API listener and request promises lack one bounded, exception-safe ownership boundary	P1	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-013-TEST-01|BWS118-R06-013-TEST-02|BWS118-R06-013-TEST-03|BWS118-R06-013-TEST-04|BWS118-R06-013-TEST-05|BWS118-R06-013-TEST-06	api_or_projection|cancellation_or_timeout|concurrency_or_ownership|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-014	Successful service passes leave timeout timers alive until their full configured duration	P2	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-014-TEST-01|BWS118-R06-014-TEST-02|BWS118-R06-014-TEST-03|BWS118-R06-014-TEST-04|BWS118-R06-014-TEST-05	cancellation_or_timeout|concurrency_or_ownership|simulation_or_economics|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	false	true	false
BWS118-R06-015	Unexpected pass failures exit without a terminal service state or failure evidence	P1	R06	BWS-W2-T24	24	S3	24	packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts	BWS118-R06-015-TEST-01|BWS118-R06-015-TEST-02|BWS118-R06-015-TEST-03|BWS118-R06-015-TEST-04|BWS118-R06-015-TEST-05	evidence_or_artifact|restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-016	Millisecond evidence filenames collide across legitimate lifecycle events and can crash the service	P1	R06	BWS-W2-T24	24	S3	24	packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts	BWS118-R06-016-TEST-01|BWS118-R06-016-TEST-02|BWS118-R06-016-TEST-03|BWS118-R06-016-TEST-04|BWS118-R06-016-TEST-05	concurrency_or_ownership|evidence_or_artifact|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-017	Health and failure diagnostics synchronously hash or read unbounded filesystem data	P2	R06	BWS-W2-T25	25	S3	25	packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/runtime-applications.ts|scripts/bws-root-wrapper-runtime.mjs	BWS118-R06-017-TEST-01|BWS118-R06-017-TEST-02|BWS118-R06-017-TEST-03|BWS118-R06-017-TEST-04|BWS118-R06-017-TEST-05	api_or_projection|concurrency_or_ownership|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	false	false	false
BWS120-R07-003	Evidence-index deduplication and latest-summary publication are not serialized across processes	P1	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-003-TEST-01|BWS120-R07-003-TEST-02|BWS120-R07-003-TEST-03|BWS120-R07-003-TEST-04|BWS120-R07-003-TEST-05	evidence_or_artifact|restart_or_recovery|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	true	true	false
BWS120-R07-004	Indexed evidence can be mutated or deleted after registration without invalidating acceptance	P1	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-004-TEST-01|BWS120-R07-004-TEST-02|BWS120-R07-004-TEST-03|BWS120-R07-004-TEST-04|BWS120-R07-004-TEST-05	evidence_or_artifact|security_or_confinement|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	true	true	false
BWS120-R07-005	Evidence “latest” state is append-order state, not monotonic currentness	P1	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-005-TEST-01|BWS120-R07-005-TEST-02|BWS120-R07-005-TEST-03|BWS120-R07-005-TEST-04|BWS120-R07-005-TEST-05|BWS120-R07-005-TEST-06	restart_or_recovery|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	true	true	false
BWS120-R07-008	Retention classes are recorded but no reference-aware retention or pruning lifecycle is implemented	P2	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-008-TEST-01|BWS120-R07-008-TEST-02|BWS120-R07-008-TEST-03|BWS120-R07-008-TEST-04|BWS120-R07-008-TEST-05|BWS120-R07-008-TEST-06	evidence_or_artifact|release_or_deployment|restart_or_recovery|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	false	true	false
BWS120-R07-012	Diagnostics, runtime-evidence, and handoff outputs bypass the canonical evidence index and publication transaction	P1	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-012-TEST-01|BWS120-R07-012-TEST-02|BWS120-R07-012-TEST-03|BWS120-R07-012-TEST-04|BWS120-R07-012-TEST-05|BWS120-R07-012-TEST-06	persistence_or_migration|restart_or_recovery|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	true	true	false
BWS120-R07-014	Versioned handoff and latest pointer publish as two independent writes with no crash recovery or digest link	P1	R07	BWS-W3-T27	27	S3	26	docs/038_observability_metrics_and_evidence_contract.md|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/paper-runtime-evidence.ts|packages/bootstrap/src/operations/paper-runtime-handoff.ts	BWS120-R07-014-TEST-01|BWS120-R07-014-TEST-02|BWS120-R07-014-TEST-03|BWS120-R07-014-TEST-04|BWS120-R07-014-TEST-05	concurrency_or_ownership|restart_or_recovery|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	true	false	true	true	false
BWS120-R09-001	Install verification records incompatible runtimes and an unperformed server check as a passed preflight	P1	R09	BWS-W3-T33	33	S3	27	packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/release-packaging.ts|packages/bootstrap/src/operations/release-upgrade.ts|tests/bws-release-packaging.test.ts|tests/bws-release-upgrade.test.ts	BWS120-R09-001-TEST-01|BWS120-R09-001-TEST-02|BWS120-R09-001-TEST-03|BWS120-R09-001-TEST-04|BWS120-R09-001-TEST-05	persistence_or_migration|release_or_deployment|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	false	false	true	true	false
BWS120-R09-002	Install and upgrade verification permit release-directory evidence without the published archive	P1	R09	BWS-W3-T33	33	S3	27	packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/release-packaging.ts|packages/bootstrap/src/operations/release-upgrade.ts|tests/bws-release-packaging.test.ts|tests/bws-release-upgrade.test.ts	BWS120-R09-002-TEST-01|BWS120-R09-002-TEST-02|BWS120-R09-002-TEST-03|BWS120-R09-002-TEST-04|BWS120-R09-002-TEST-05	release_or_deployment|restart_or_recovery	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	false	false	true	true	false
BWS120-R09-003	Unmanifested non-forbidden files can pass checksum and archive verification	P1	R09	BWS-W3-T33	33	S3	27	packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/release-packaging.ts|packages/bootstrap/src/operations/release-upgrade.ts|tests/bws-release-packaging.test.ts|tests/bws-release-upgrade.test.ts	BWS120-R09-003-TEST-01|BWS120-R09-003-TEST-02|BWS120-R09-003-TEST-03|BWS120-R09-003-TEST-04|BWS120-R09-003-TEST-05	evidence_or_artifact|release_or_deployment|security_or_confinement|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	false	false	true	true	false
BWS120-R09-004	Release publication is a non-transactional sequence that can expose mixed generations or delete the previous release	P1	R09	BWS-W3-T33	33	S3	27	packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/release-packaging.ts|packages/bootstrap/src/operations/release-upgrade.ts|tests/bws-release-packaging.test.ts|tests/bws-release-upgrade.test.ts	BWS120-R09-004-TEST-01|BWS120-R09-004-TEST-02|BWS120-R09-004-TEST-03|BWS120-R09-004-TEST-04|BWS120-R09-004-TEST-05	concurrency_or_ownership|evidence_or_artifact|release_or_deployment|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE_OR_CONTROLLED_INTEGRATION	true	false	false	true	true	false
BWS116-R03-012	Checkpoint, dead-letter, B1 child-row, and expired-lease reads are unbounded	P2	R03	BWS-W1-T13	13	S4	28	database/migrations/surebet/005_create_upstream_export_convergence_checkpoints.sql|database/migrations/surebet/006_create_upstream_api_convergence_checkpoints.sql|docs/037_database_backup_retention_and_recovery.md|packages/bootstrap/src/operations/database-lifecycle.ts|packages/persistence/src/repositories/b1-backtest-run-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-012-TEST-01|BWS116-R03-012-TEST-02|BWS116-R03-012-TEST-03|BWS116-R03-012-TEST-04	concurrency_or_fencing|persistence_or_migration|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-013	Import-run retention ignores convergence references, causing either deletion failure or dangling durable identity	P1	R03	BWS-W1-T13	13	S4	28	database/migrations/surebet/005_create_upstream_export_convergence_checkpoints.sql|database/migrations/surebet/006_create_upstream_api_convergence_checkpoints.sql|docs/037_database_backup_retention_and_recovery.md|packages/bootstrap/src/operations/database-lifecycle.ts|packages/persistence/src/repositories/b1-backtest-run-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-013-TEST-01|BWS116-R03-013-TEST-02|BWS116-R03-013-TEST-03|BWS116-R03-013-TEST-04	concurrency_or_fencing|unit_or_integration|upstream_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS118-R04-001	Completion replay has no immutable event or attempt identity, so duplicates are either rejected as ambiguous or applied twice	P1	R04	BWS-W2-T14	14	S4	29	packages/bootstrap/src/runtime/private-paper-runtime.ts|packages/bootstrap/src/simulation/b1-leg-completion.ts|packages/bootstrap/src/simulation/non-atomic-completion.ts	BWS118-R04-001-TEST-01|BWS118-R04-001-TEST-02|BWS118-R04-001-TEST-03|BWS118-R04-001-TEST-04	evidence_or_artifact|restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	true	true	true	false
BWS118-R04-003	Standard partial fill followed by rejection or expiry loses the terminal disposition in the public leg snapshot	P1	R04	BWS-W2-T14	14	S4	29	packages/bootstrap/src/runtime/private-paper-runtime.ts|packages/bootstrap/src/simulation/b1-leg-completion.ts|packages/bootstrap/src/simulation/non-atomic-completion.ts	BWS118-R04-003-TEST-01|BWS118-R04-003-TEST-02|BWS118-R04-003-TEST-03|BWS118-R04-003-TEST-04	restart_or_recovery|simulation_or_economics|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	false	true	true	false
BWS118-R04-004	Manual or residual-floor kill is an unordered boolean that can retroactively relabel a fully completed group as killed	P1	R04	BWS-W2-T14	14	S4	29	packages/bootstrap/src/runtime/private-paper-runtime.ts|packages/bootstrap/src/simulation/b1-leg-completion.ts|packages/bootstrap/src/simulation/non-atomic-completion.ts	BWS118-R04-004-TEST-01|BWS118-R04-004-TEST-02|BWS118-R04-004-TEST-03|BWS118-R04-004-TEST-04	restart_or_recovery|simulation_or_economics|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	false	true	true	false
BWS116-R02-003	B1 synchronization is pair-local and can combine terminal outcomes outside the configured global quote window	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-003-TEST-01|BWS116-R02-003-TEST-02|BWS116-R02-003-TEST-03	unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-004	B1 net economics accepts selected odds that are not value-bound to synchronized quote evidence	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-004-TEST-01|BWS116-R02-004-TEST-02|BWS116-R02-004-TEST-03|BWS116-R02-004-TEST-04	identity_or_determinism|mathematics_or_property|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-005	B1 integrated solver and net path is not bound to quote capacity or venue-limit decisions	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-005-TEST-01|BWS116-R02-005-TEST-02|BWS116-R02-005-TEST-03|BWS116-R02-005-TEST-04	mathematics_or_property	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-010	Standard-binary quote freshness is per leg and permits an asynchronous YES/NO snapshot	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-010-TEST-01|BWS116-R02-010-TEST-02|BWS116-R02-010-TEST-03|BWS116-R02-010-TEST-04	identity_or_determinism|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-011	Standard-binary quote contract omits stake increment and silently substitutes minimum stake as the rounding step	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-011-TEST-01|BWS116-R02-011-TEST-02|BWS116-R02-011-TEST-03|BWS116-R02-011-TEST-04|BWS116-R02-011-TEST-05	mathematics_or_property|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-014	B1 fee matrix cannot represent scenario-conditional or non-stake fee bases accepted by its venue-type domain	P1	R02	BWS-W1-T07	7	S4	30	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-stake-solver.ts|packages/bootstrap/src/quotes/b1-capacity-model.ts|packages/bootstrap/src/quotes/b1-quote-synchronization.ts|packages/bootstrap/src/quotes/quote-freshness.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-014-TEST-01|BWS116-R02-014-TEST-02|BWS116-R02-014-TEST-03|BWS116-R02-014-TEST-04	mathematics_or_property|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-006	B1 generalized solver can reject feasible two-way and three-way integer stake vectors	P1	R02	BWS-W1-T08	8	S4	31	packages/bootstrap/src/scenarios/scenario-cashflow.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-006-TEST-01|BWS116-R02-006-TEST-02|BWS116-R02-006-TEST-03|BWS116-R02-006-TEST-04|BWS116-R02-006-TEST-05	mathematics_or_property|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-012	Standard scenario cash-flow validator accepts incomplete and non-rectangular matrices	P1	R02	BWS-W1-T08	8	S4	31	packages/bootstrap/src/scenarios/scenario-cashflow.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts|packages/bootstrap/src/solver/stake-vector.ts	BWS116-R02-012-TEST-01|BWS116-R02-012-TEST-02|BWS116-R02-012-TEST-03|BWS116-R02-012-TEST-04	unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS118-R04-002	Fill simulation records stake only and reuses planned odds and cash-flow terms instead of actual execution terms	P1	R04	BWS-W2-T15	15	S4	32	packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/simulation/b1-leg-completion.ts|packages/bootstrap/src/simulation/b1-residual-exposure.ts|packages/bootstrap/src/simulation/b1-settlement-replay.ts|packages/bootstrap/src/simulation/non-atomic-completion.ts	BWS118-R04-002-TEST-01|BWS118-R04-002-TEST-02|BWS118-R04-002-TEST-03|BWS118-R04-002-TEST-04	simulation_or_economics	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	true	true	true	false
BWS118-R04-005	B1 settlement and false-positive economics omit fees, quote-age penalties, and capital-lock cost accepted by net evaluation	P1	R04	BWS-W2-T15	15	S4	32	packages/bootstrap/src/economics/b1-net-spread.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/simulation/b1-leg-completion.ts|packages/bootstrap/src/simulation/b1-residual-exposure.ts|packages/bootstrap/src/simulation/b1-settlement-replay.ts|packages/bootstrap/src/simulation/non-atomic-completion.ts	BWS118-R04-005-TEST-01|BWS118-R04-005-TEST-02|BWS118-R04-005-TEST-03|BWS118-R04-005-TEST-04	api_or_projection|simulation_or_economics|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	true	true	true	false
BWS118-R04-006	Settlement domains cannot represent void, refund, push, reopen, or generation lifecycle despite claiming replay coverage	P1	R04	BWS-W2-T16	16	S4	33	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/backtest/standard-binary-backtest.ts|packages/bootstrap/src/simulation/b1-settlement-replay.ts|packages/bootstrap/src/simulation/b1-void-rule-replay.ts|packages/bootstrap/src/simulation/settlement-replay.ts	BWS118-R04-006-TEST-01|BWS118-R04-006-TEST-02|BWS118-R04-006-TEST-03|BWS118-R04-006-TEST-04	cancellation_or_timeout|concurrency_or_ownership|restart_or_recovery|simulation_or_economics	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	true	true	true	false
BWS118-R04-007	Correction and finality progression are inferred from timestamp and outcome changes without explicit revision authority	P1	R04	BWS-W2-T16	16	S4	33	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/backtest/standard-binary-backtest.ts|packages/bootstrap/src/simulation/b1-settlement-replay.ts|packages/bootstrap/src/simulation/b1-void-rule-replay.ts|packages/bootstrap/src/simulation/settlement-replay.ts	BWS118-R04-007-TEST-01|BWS118-R04-007-TEST-02|BWS118-R04-007-TEST-03|BWS118-R04-007-TEST-04	concurrency_or_ownership|evidence_or_artifact|restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	true	true	true	true	false
BWS118-R04-008	B1 backtest has no cross-stage decision chronology and accepts settlement before quotes with fills after settlement	P1	R04	BWS-W2-T16	16	S4	33	packages/bootstrap/src/backtest/b1-cross-venue-backtest.ts|packages/bootstrap/src/backtest/standard-binary-backtest.ts|packages/bootstrap/src/simulation/b1-settlement-replay.ts|packages/bootstrap/src/simulation/b1-void-rule-replay.ts|packages/bootstrap/src/simulation/settlement-replay.ts	BWS118-R04-008-TEST-01|BWS118-R04-008-TEST-02|BWS118-R04-008-TEST-03|BWS118-R04-008-TEST-04|BWS118-R04-008-TEST-05	simulation_or_economics|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	true	true	true	false
